time,ch1
185,0.6249174812512938
186,0.6249216510666717
187,0.6249100411606852
188,0.6249185569613209
189,0.6249222493932634
190,0.6249152039002548
191,0.6249155226957794
192,0.6249224578182091
193,0.624907717861767
194,0.6249021009930866
195,0.6249122102784254
196,0.6249151386894904
197,0.6249059795854252
198,0.6249032520041993
199,0.6249223247718231
200,0.6248962849205371
201,0.6249046817881899
202,0.624916091061579
203,0.6248899747854766
204,0.6248839725463544
205,0.6248554206896079
206,0.6248311596770825
207,0.6248264019260941
208,0.6248126045792664
209,0.6248130199772407
210,0.6248001397808772
211,0.6248061207140693
212,0.6247994734961517
213,0.6248015867855992
214,0.6247932606340237
215,0.6247921374621308
216,0.6247905730445747
217,0.6247955908742402
218,0.6247720020895403
219,0.6247751767630474
220,0.6247878448033459
221,0.6247821892565423
222,0.6247846669657836
223,0.6247745901578182
224,0.6247768470974038
225,0.6247739190718609
226,0.6248184096387632
227,0.6249862534526933
228,0.6249920514583753
229,0.6249652160513955
230,0.6249566760531504
231,0.6249412341882763
232,0.6249317848124494
233,0.6249281372981283
234,0.6249224053403046
235,0.6249909025653446
236,0.6249883284287787
237,0.6249875316859032
238,0.624973499173732
239,0.6249519550457808
240,0.6249587973844382
241,0.6249454317738733
242,0.624945925794717
243,0.6249393119300686
244,0.6249388949592584
245,0.6249380829559372
246,0.62492942251568
247,0.6249338928434287
248,0.6252901520183092
249,0.6254642728331283
250,0.6255094280980088
251,0.6255357708907855
252,0.6255609141454074
253,0.625600275302731
254,0.6256185902276095
255,0.6256445791659989
256,0.625673157646412
257,0.6256892226531832
258,0.6257028262359167
259,0.6257190781102858
260,0.6257472269348602
261,0.6257709488977509
262,0.6257788392406619
263,0.6258021126514473
264,0.6258142841901124
265,0.6258320750147688
266,0.6258409347441483
267,0.6258553150589765
268,0.625862169253757
269,0.6258753793032975
270,0.6258968476011904
271,0.6259099579510299
272,0.6259148576879836
273,0.625944218966988
274,0.6259518347678075
275,0.6259709627891065
276,0.625963197783509
277,0.6259779200774858
278,0.6259817559183342
279,0.6259904421254779
280,0.6260116481674397
281,0.626018548344285
282,0.6260298599690303
283,0.6260355642955785
284,0.6260562871952049
285,0.6260506152243596
286,0.6260686048510226
287,0.6260712967853289
288,0.6260691513365069
289,0.6260961829544004
290,0.6260943797503258
291,0.6261026399786671
292,0.6261131041276624
293,0.6261314293453709
294,0.6261369232138081
295,0.6261416318547905
296,0.6261381243104284
297,0.6261446984244052
298,0.6261584795663355
299,0.6261616711860356
300,0.6261752823989967
301,0.6261716263587348
302,0.6261861476345543
303,0.6261927049946819
304,0.6261919585260103
305,0.6262025301776422
306,0.626205715613258
307,0.6262159872677099
308,0.626216264975956
309,0.6262230921866123
310,0.626227706415481
311,0.6262388422924571
312,0.6262389452809386
313,0.6262570103102911
314,0.6262516944584925
315,0.6262645398030778
316,0.6262605290475635
317,0.6262619830736432
318,0.6261685989164776
319,0.6260621968951845
320,0.6260453517978809
321,0.6260245997594356
322,0.626009419087928
323,0.6259838923431179
324,0.6259760380446178
325,0.6259691345800471
326,0.625977913051037
327,0.6259598056377609
328,0.6259608687798652
329,0.6259583381780532
330,0.6259514449350302
331,0.6259621174891217
332,0.6259448044016169
333,0.6259464517155687
334,0.6259404542242591
335,0.6259374837614906
336,0.6259452158601906
337,0.6259369110442224
338,0.6259377541233813
339,0.6259333622359977
340,0.6259394461902636
341,0.6259330806793917
342,0.6259240164604531
343,0.6259368791488019
344,0.6259253565284039
345,0.6259335545881413
346,0.6259297111478357
347,0.6259350427242647
348,0.6259362194117466
349,0.62593055609094
350,0.625926418134225
351,0.6259283917618064
352,0.6259265313397986
353,0.6259247565750462
354,0.6259238659545252
355,0.6259296768308327
356,0.6259218258114381
357,0.6259288880806593
358,0.6259273722578502
359,0.6259299068707389
360,0.6259259826177579
361,0.6259258362563249
362,0.6259148753608372
363,0.6259289579863394
364,0.6259240697423663
365,0.6259141879244121
366,0.6259299660272907
367,0.6259196881122966
368,0.6259336009177526
369,0.625915212190638
370,0.6259225519024183
371,0.625931194338561
372,0.6259230382482975
373,0.6259219903157088
374,0.6259156788811973
375,0.6259394053136643
376,0.6250925398988255
377,0.6249103472917005
378,0.6248822450822814
379,0.6248485945023783
380,0.6248276091516769
381,0.6248206092145262
382,0.6248056599665545
383,0.6248202208268964
384,0.6248045164382094
385,0.6247971336896582
386,0.6247985588723617
387,0.6247914805921431
388,0.6247907284961017
389,0.6247772308152146
390,0.6247861468237192
391,0.6247857682159758
392,0.6247705858012779
393,0.6247693137462315
394,0.6247770215993722
395,0.6247840534490556
396,0.6247747333188776
397,0.6247673100518
398,0.6247691826314717
399,0.6247803322744322
400,0.6248332124418462
401,0.6250029923371028
402,0.6249855178086537
403,0.6249562862519811
404,0.6249511399455103
405,0.6249402334614076
406,0.6249274737826036
407,0.6249243325442972
408,0.6249211972288087
409,0.6249195053351706
410,0.6249128675992137
411,0.6249074419668084
412,0.6249129924340544
413,0.6249090707818452
414,0.6249094480706073
415,0.6249173474520962
416,0.624901349874394
417,0.6249087478298464
418,0.6249043549086646
419,0.6249152759444463
420,0.624902027506543
421,0.6249105316303356
422,0.6249131301218676
423,0.624898715181189
424,0.6248942494847864
425,0.624901319197465
426,0.6248820886629314
427,0.6248907292563501
428,0.6248717270002258
429,0.6248350724859104
430,0.6248235502964193
431,0.6248210893044017
432,0.6248086821653948
433,0.6248044237973052
434,0.6248068861143683
435,0.6247953499112867
436,0.6247860353713675
437,0.6247924753010126
438,0.6247824821718021
439,0.6247872338680209
440,0.6247846749046244
441,0.6247869548967775
442,0.6247852191494022
443,0.6247812262827208
444,0.624775487482778
445,0.6247763508146542
446,0.6247761957867575
447,0.6247642250196699
448,0.6247717757538961
449,0.6247696977834767
450,0.6248510268778728
451,0.6249924963868546
452,0.6249678862759619
453,0.6249566449919822
454,0.6249327418474232
455,0.6249321138525495
456,0.6249301538059864
457,0.6249157736403131
458,0.6249238977944762
459,0.6249880916640049
460,0.6250029694680187
461,0.6249736126128721
462,0.6249560919335754
463,0.6249564206460224
464,0.6249479802518372
465,0.6249400644996463
466,0.6249355951878697
467,0.6249342175898687
468,0.6249264667682061
469,0.6249282773308256
470,0.6249192098653242
471,0.6249515745149944
472,0.6254015813589274
473,0.625485599044713
474,0.6255157183211765
475,0.6255530246507159
476,0.6255896308411226
477,0.6256180539041317
478,0.6256471528841001
479,0.6256525514301987
480,0.6256788109373754
481,0.6257077475783432
482,0.6257202562930761
483,0.6257368107623507
484,0.6257678995522464
485,0.6257650489924467
486,0.625787865919101
487,0.6258165741025389
488,0.6258224634481435
489,0.6258314193466092
490,0.6258524152372347
491,0.6258687660278042
492,0.6258834490529036
493,0.6258807729876515
494,0.6258954340091497
495,0.6259147437775157
496,0.6259224118917842
497,0.625936912277194
498,0.6259431316624728
499,0.6259563366609585
500,0.625963011557242
501,0.6259864173636885
502,0.6259871672321593
503,0.625997405169705
504,0.6259979514135197
505,0.6260235427910263
506,0.626031890434088
507,0.6260318792109797
508,0.6260570891202663
509,0.6260504147482153
510,0.6260743819597033
511,0.6260791141964177
512,0.6260831831309426
513,0.6260908415149171
514,0.6260994672954412
515,0.6261028628603059
516,0.6261100034222615
517,0.6261240160332441
518,0.626130958539987
519,0.6261418659760146
520,0.62613084665023
521,0.6261576948907532
522,0.6261554866179495
523,0.6261699633483053
524,0.6261839780156886
525,0.6261775525872422
526,0.626179573369746
527,0.6261862623082002
528,0.6262002955169871
529,0.6262002721935682
530,0.6262036174276642
531,0.6262111527453393
532,0.6262187724411097
533,0.6262316882022054
534,0.626236298650841
535,0.6262363756851388
536,0.6262440856527096
537,0.6262466924536658
538,0.6262534412942554
539,0.6262552205258205
540,0.6262715425364191
541,0.6262996899739971
542,0.6260624821300617
543,0.6260530308091822
544,0.6260348155164426
545,0.626029271400329
546,0.6259943499871377
547,0.6259902793442993
548,0.6259703950789377
549,0.6259820797107938
550,0.6259678833629477
551,0.6259569683087485
552,0.6259525709348355
553,0.6259509207610436
554,0.6259473902097387
555,0.6259518367063432
556,0.6259527360914287
557,0.6259351506622612
558,0.625941242383312
559,0.6259456393701692
560,0.625942144380139
561,0.6259454129727298
562,0.6259342901579473
563,0.6259389256494143
564,0.6259244383118369
565,0.6259272036360164
566,0.6259236763820013
567,0.6259292700126048
568,0.6259419002135231
569,0.6259237739585737
570,0.6259328498839247
571,0.6259321462499803
572,0.6259377741725277
573,0.6259173927585245
574,0.6259285855339798
575,0.6259304809102311
576,0.6259247609689659
577,0.6259346920797506
578,0.6259297404816849
579,0.6259350177152877
580,0.6259247199314114
581,0.6259218828259561
582,0.6259225240087712
583,0.6259313767393442
584,0.6259489652105642
585,0.6249255432383883
586,0.6249013582234519
587,0.624864866563675
588,0.6248385416254458
589,0.6248357173688078
590,0.6248267578282687
591,0.6248181354848225
592,0.624795331809636
593,0.6248061346581595
594,0.6247909418588109
595,0.6247896610713234
596,0.62478083709441
597,0.6247952553477624
598,0.6247948774191109
599,0.6247886668131749
600,0.6247840801160804
601,0.6247800795386109
602,0.6247810441902072
603,0.6247866024760265
604,0.6247823216285683
605,0.6247703855608692
606,0.6247769217634946
607,0.6247822580192837
608,0.6247697458652912
609,0.6249246600466856
610,0.6249989320183958
611,0.6249645431469737
612,0.6249548984058446
613,0.6249372957250156
614,0.6249369561979454
615,0.6249363459364884
616,0.624925363079117
617,0.6249222332832571
618,0.6249270674718288
619,0.6249211478351355
620,0.6249161079197535
621,0.6249184887109676
622,0.6249153678154881
623,0.6249123387796164
624,0.6249128833537054
625,0.6249128420426895
626,0.6249129917640248
627,0.6249106968918166
628,0.6249097045971994
629,0.6249008069338763
630,0.6249037825919829
631,0.6249153803444625
632,0.6249089325600543
633,0.6249060499366402
634,0.62494273093012
635,0.6248846370259227
636,0.6248799183508329
637,0.6248477007679643
638,0.6248336288617505
639,0.6248185758427048
640,0.6248159269510128
641,0.6248114292875805
642,0.6248013639910661
643,0.6247974022742075
644,0.6248045673921162
645,0.6247931879708127
646,0.6247864504995089
647,0.6247873386436741
648,0.6247923390598438
649,0.6247894194418899
650,0.6247808462496685
651,0.6247793630238293
652,0.6247775763307974
653,0.6247824881863676
654,0.62477479574181
655,0.6247704097282363
656,0.624776682288118
657,0.6247748141789292
658,0.6247767293600444
659,0.6249465380198069
660,0.6249940991232357
661,0.6249612220767177
662,0.6249463233144869
663,0.6249362486461971
664,0.6249312935843456
665,0.6249224040430664
666,0.6249265598522503
667,0.6249853672296382
668,0.6250017866312472
669,0.6249878722233089
670,0.6249636378673228
671,0.6249493010252678
672,0.6249443006399341
673,0.6249438267967817
674,0.624925412984425
675,0.6249347077106233
676,0.6249253595949466
677,0.6249316853504515
678,0.624923725071896
679,0.624922351400278
680,0.6249202168459442
681,0.6249185132796474
682,0.6249178087409872
683,0.6249215337049864
684,0.6249076394915443
685,0.6249090285311308
686,0.6249226427076243
687,0.6253463458049228
688,0.6253964418725924
689,0.6254386394570681
690,0.6254872877632486
691,0.6255026077456217
692,0.6255275859695835
693,0.6255573480743226
694,0.6255810926898737
695,0.6256090139758462
696,0.6256271386553436
697,0.6256409285717183
698,0.6256622037071853
699,0.625683747657512
700,0.6257006381367545
701,0.6257209361977856
702,0.6257356301833904
703,0.6257411844449455
704,0.6257648585502043
705,0.6257779255806026
706,0.6258850088554795
707,0.6256249201323787
708,0.6256144039285694
709,0.6256153212243767
710,0.6255855487584554
711,0.6255704864653142
712,0.6255511272288796
713,0.6255604225502138
714,0.6255373719561415
715,0.6255331954645353
716,0.6255329329872694
717,0.6255309388686394
718,0.6255241052489617
719,0.6255210359479679
720,0.6255200677368775
721,0.625516220432054
722,0.6255206098713655
723,0.6255087180273604
724,0.6255151936364782
725,0.6255145255471275
726,0.6255164824686817
727,0.6255045644496213
728,0.625551240145571
729,0.6249971918362237
730,0.624936631371464
731,0.6248989922448691
732,0.6248820502371373
733,0.6248713605394256
734,0.6248599727201609
735,0.6248530770555727
736,0.6248453356864632
737,0.624843992590114
738,0.6248327910193923
739,0.6248277222998047
740,0.6248259670466816
741,0.6248252546885027
742,0.6248239331963922
743,0.624835603111455
744,0.6248126834533284
745,0.624819478496101
746,0.6248187088041386
747,0.624813644650384
748,0.6248173905577372
749,0.6248146897115683
750,0.6248109860943597
751,0.6248113814854508
752,0.6248029666458664
753,0.6248864187944703
754,0.6250170029331039
755,0.625005569418302
756,0.6249905674447079
757,0.6249726485494354
758,0.624964269388646
759,0.6249521970011833
760,0.6249547962425888
761,0.6249553059663524
762,0.6249541238267159
763,0.6249442486188302
764,0.6249482860510426
765,0.6249400254714333
766,0.6249397693164295
767,0.6249371035960387
768,0.6249362349548823
769,0.6249380127834123
770,0.6249341476975309
771,0.6249284354509201
772,0.6249357547274851
773,0.624930589959778
774,0.6249352196095845
775,0.6249334401001803
776,0.6249318776388787
777,0.6249250999820061
778,0.6249291203732598
779,0.6249184925740958
780,0.6249053629832625
781,0.6248895853912992
782,0.6248517298034539
783,0.6248469850005737
784,0.6248317603967704
785,0.6248351211063443
786,0.6248292051615136
787,0.6248265571717603
788,0.6248150693913805
789,0.6248247982518809
790,0.6248121488616311
791,0.6248177434832549
792,0.624807765572877
793,0.6248134549305939
794,0.6248054052474662
795,0.6248083716584955
796,0.6248138755356726
797,0.6248084724120335
798,0.6248114523542528
799,0.6247965025485468
800,0.6248000030703852
801,0.6247921117639151
802,0.624797303581942
803,0.6248782265272684
804,0.6250196077105366
805,0.6249956645432069
806,0.6249760987773312
807,0.6249697212966471
808,0.6249627626090968
809,0.6249549784356649
810,0.6249445431700711
811,0.6249642193850886
812,0.6250195795560496
813,0.6250221674822314
814,0.6249891501336363
815,0.6249814298420592
816,0.6249777851785734
817,0.6249723642580081
818,0.6249594050257349
819,0.6249556733209913
820,0.6253211404588301
821,0.625463801695656
822,0.625524595869032
823,0.6255535348267476
824,0.6255782090876829
825,0.6256059642826125
826,0.6256338751229998
827,0.6256632244251163
828,0.6256888742475029
829,0.6256978899844233
830,0.6257215018640847
831,0.6257411037043136
832,0.625756085370012
833,0.6257728724523897
834,0.6257911286242512
835,0.625810589253561
836,0.6258277155526444
837,0.6258343923920044
838,0.6258605914501111
839,0.6258612686881289
840,0.6258884994081801
841,0.6258956200582032
842,0.6259146488321596
843,0.6259129044698327
844,0.6259319708859579
845,0.6259480480534104
846,0.6259514364772449
847,0.6259791660587934
848,0.6259868119591206
849,0.6260022770402908
850,0.6260149674283506
851,0.6260159609669183
852,0.6260194005826076
853,0.626024921768084
854,0.6260387133485571
855,0.6260599888538038
856,0.6260545649833442
857,0.626079048156352
858,0.6260913578402989
859,0.6260884162631515
860,0.6260918135938145
861,0.6261046925049985
862,0.6261236871112998
863,0.6261250245547078
864,0.6261378272591553
865,0.6261403540778784
866,0.6261488599601676
867,0.6261596725683618
868,0.6261693615144908
869,0.6261759421495933
870,0.6261918751354906
871,0.6261909207786408
872,0.62620954457491
873,0.6262149323676937
874,0.6262147081199163
875,0.6262185729406131
876,0.6262304952428028
877,0.6262277640098409
878,0.6262358588809812
879,0.6262423929940621
880,0.6262372048926818
881,0.6262467953618795
882,0.6262619919727779
883,0.6262661204202947
884,0.6262709446470955
885,0.6262789228645775
886,0.626279679095528
887,0.6262838386779375
888,0.6262951631395971
889,0.6262902186664203
890,0.6261487803919692
891,0.6261100337650699
892,0.6261120222673637
893,0.6261035994735294
894,0.6260611206430012
895,0.6260466602870793
896,0.6260340936021689
897,0.6260327989467438
898,0.6260277441394279
899,0.6260087936463931
900,0.626012420490928
901,0.6260181906124173
902,0.6260183618543259
903,0.6260042116375992
904,0.6260025979229681
905,0.6260066726399396
906,0.6260076450585274
907,0.6259985463848711
908,0.6260078352702939
909,0.6259969889076082
910,0.6259991135675325
911,0.6259928666600986
912,0.6259974524540146
913,0.625987503738687
914,0.6259991427899124
915,0.6259906899357699
916,0.6259920897050931
917,0.6259906584132714
918,0.6259931348757575
919,0.6259778087296108
920,0.6259908442823925
921,0.6259882063922912
922,0.6259807607126617
923,0.6259921193758837
924,0.625983721690407
925,0.6259844716402894
926,0.6259890783052244
927,0.6259928834626387
928,0.6259835116977219
929,0.6259790140719846
930,0.6259841973705356
931,0.6259788413727121
932,0.6260267583392036
933,0.6249970295388948
934,0.6249707767789501
935,0.6249293741409897
936,0.6249161785280223
937,0.6248987146364227
938,0.6248823873771379
939,0.6248757057058968
940,0.6248711520699172
941,0.6248638195429198
942,0.6248661037956499
943,0.6248525980663142
944,0.6248598184878229
945,0.6248437783513249
946,0.6248427590975711
947,0.6248494545146628
948,0.6248459413602019
949,0.6248405218339077
950,0.6248395323966826
951,0.6248519119704858
952,0.6248383314977392
953,0.624841182836221
954,0.6248391026643697
955,0.6248361447397534
956,0.6248508667994769
957,0.6250087125904991
958,0.625051409054657
959,0.6250320625955664
960,0.6250124478414986
961,0.6249991098965803
962,0.6249954192151412
963,0.6249920486623314
964,0.6249853898147151
965,0.624988206297479
966,0.6249774067040599
967,0.6249766486969945
968,0.6249732297434989
969,0.6249688852385795
970,0.6249677867869645
971,0.6249683395349189
972,0.6249634908954236
973,0.6249599354320956
974,0.6249666943725349
975,0.6249691594206204
976,0.6249586348872466
977,0.6249587256109583
978,0.6249599558004788
979,0.6249547242629205
980,0.6249630679609409
981,0.6249578528509278
982,0.6249982151672075
983,0.6249332525669757
984,0.6249347944815463
985,0.6249064478225754
986,0.6248796220218475
987,0.6248806788103242
988,0.6248691048550938
989,0.6248607924982345
990,0.6248610791071236
991,0.6248542686535672
992,0.6248615543276308
993,0.6248470319035212
994,0.6248364125335972
995,0.6248476707819068
996,0.6248458386630465
997,0.624843763209741
998,0.6248304615076388
999,0.6248258872610085
1000,0.6248367664552844
1001,0.624827722690678
1002,0.6248284374485845
1003,0.6248242907830343
1004,0.6248252018658195
1005,0.6248278291942914
1006,0.6248594446511329
1007,0.6250314363892244
1008,0.6250404657266128
1009,0.6250098958456022
1010,0.6249968410982887
1011,0.6249843716683513
1012,0.6249726976387115
1013,0.6249778090609366
1014,0.6249728451118526
1015,0.6250393492090714
1016,0.6250560937823975
1017,0.625022703933402
1018,0.6250099248550223
1019,0.6250087591005692
1020,0.6249902861580378
1021,0.6249975241124552
1022,0.6249837568565295
1023,0.6252575669654015
1024,0.6254745195323232
1025,0.6255203884058773
1026,0.6255643914739955
1027,0.6255930492019928
1028,0.6256204650622614
1029,0.6256511492055703
1030,0.6256793895234865
1031,0.6257004696515251
1032,0.6257196518282363
1033,0.625753483800777
1034,0.6257453246423327
1035,0.6257777824633454
1036,0.6257899420111115
1037,0.6258051524130301
1038,0.6258203575307684
1039,0.6258385947660245
1040,0.6258557816639209
1041,0.625871016976035
1042,0.6258811479040733
1043,0.6259049891731198
1044,0.6259119561270754
1045,0.6259160620041098
1046,0.6259318298433085
1047,0.6259486223813533
1048,0.6259671082604956
1049,0.6259766497752132
1050,0.6259826312476666
1051,0.6259920402113941
1052,0.6260082817178934
1053,0.6260173299746483
1054,0.6260330277170534
1055,0.626048791976703
1056,0.6260499312034162
1057,0.626069173261493
1058,0.6260720757175281
1059,0.6260843095963848
1060,0.6260976161300731
1061,0.6261083342534792
1062,0.6261117777981855
1063,0.6261240773778732
1064,0.6261206117419079
1065,0.626137184908965
1066,0.6261459571199539
1067,0.6261497226878513
1068,0.6261644289602438
1069,0.6261687276653249
1070,0.6261722488974757
1071,0.6261842355649085
1072,0.626190713998657
1073,0.6262017849686715
1074,0.6262128255834362
1075,0.6262142801228577
1076,0.6262190395699139
1077,0.6262349860273895
1078,0.6262257046509919
1079,0.6262482103401819
1080,0.6262440811875719
1081,0.6262495286482729
1082,0.6262554605728076
1083,0.6262637353280164
1084,0.6262703562741706
1085,0.6262789072610323
1086,0.6262845389204126
1087,0.6262911740704492
1088,0.6262936817565088
1089,0.6263089699709851
1090,0.6262981797286289
1091,0.6263102674700206
1092,0.6263171923385376
1093,0.626214980855145
1094,0.6261311954631605
1095,0.6261237593738271
1096,0.6261220634918325
1097,0.6260831526714893
1098,0.6260656960110176
1099,0.6260504802663315
1100,0.6260436377593035
1101,0.6260393878557349
1102,0.6260313924404007
1103,0.6260371490734257
1104,0.6260246725027685
1105,0.6260263800218391
1106,0.6260220799802056
1107,0.6260268488139523
1108,0.6260086651114432
1109,0.6260174110721842
1110,0.6260102528104425
1111,0.6260115587967898
1112,0.6260174345759169
1113,0.6260115562006237
1114,0.6260024495659547
1115,0.6260085411546238
1116,0.6260075707023701
1117,0.6260134719759619
1118,0.626008730733371
1119,0.6259980169075923
1120,0.6260037634196636
1121,0.6260075418243926
1122,0.626010760031361
1123,0.626010704157234
1124,0.6259962016848227
1125,0.6260024188775924
1126,0.6260033793698467
1127,0.6260033266094983
1128,0.6260003832578461
1129,0.6260103562211068
1130,0.6260014187318206
1131,0.6259979610101263
1132,0.626004348109687
1133,0.6259978386455015
1134,0.625996397157883
1135,0.6259708360462559
1136,0.6250182689717078
1137,0.6249925031422485
1138,0.6249452701692565
1139,0.6249216203363737
1140,0.6249059565307538
1141,0.6249136694242159
1142,0.6248949118899021
1143,0.624904800779397
1144,0.6248914876855592
1145,0.624881451459147
1146,0.624882610012614
1147,0.6248708134197233
1148,0.6248788389758245
1149,0.6248680985486413
1150,0.6248681618347159
1151,0.6248762212223454
1152,0.6248555044215675
1153,0.6248681626609593
1154,0.6248632839519328
1155,0.6248659422337453
1156,0.6248600311223325
1157,0.6248595346933946
1158,0.624856778579509
1159,0.6248990170774336
1160,0.625050998248281
1161,0.6250674944073717
1162,0.6250394979776531
1163,0.6250292242534361
1164,0.6250225828050082
1165,0.6250138673984436
1166,0.6250058711185351
1167,0.6250054167404325
1168,0.6249969970865827
1169,0.6250070342290615
1170,0.6249991756617153
1171,0.6249958843860439
1172,0.6249880683384557
1173,0.6249873809699552
1174,0.6249932428511829
1175,0.6249870209630703
1176,0.6249792316519182
1177,0.6249772992089377
1178,0.6249828416974232
1179,0.624980195553769
1180,0.6249822770370091
1181,0.6249750536616193
1182,0.6249749162310398
1183,0.6249770948154001
1184,0.6249731897743216
1185,0.6249641651793476
1186,0.6249566130138045
1187,0.6249522214922856
1188,0.6249221763679617
1189,0.6248981992670086
1190,0.624888481415786
1191,0.6248907835797597
1192,0.624878417843851
1193,0.6248786022767694
1194,0.6248702367212506
1195,0.624872515372291
1196,0.6248639659629294
1197,0.6248678452834159
1198,0.6248575003120684
1199,0.6248544274881822
1200,0.6248653632615444
1201,0.6248608732492005
1202,0.6248534943068578
1203,0.6248466785551069
1204,0.6248462945809401
1205,0.6248527348689741
1206,0.6248592455543981
1207,0.6248419524935342
1208,0.624850260148217
1209,0.6248546499673853
1210,0.625025471302912
1211,0.6250601107399868
1212,0.6250267478374962
1213,0.6250236895846875
1214,0.6250094583145838
1215,0.6250025468475525
1216,0.624991191249474
1217,0.6249907438208918
1218,0.6250512348526185
1219,0.6250618034487567
1220,0.6250533646073249
1221,0.6250345008076902
1222,0.6250316830403595
1223,0.6250166929558032
1224,0.6250087371717978
1225,0.6250081378657745
1226,0.6249939436893279
1227,0.6250036008812879
1228,0.6249934750470072
1229,0.6249943817052082
1230,0.6249833914219027
1231,0.6249922494070441
1232,0.6249857491450335
1233,0.6249818650839487
1234,0.6249829219238636
1235,0.6249736678475839
1236,0.6249885366257226
1237,0.6249905270467282
1238,0.6249773219081675
1239,0.6249819807178995
1240,0.6249823481388981
1241,0.6249778707144806
1242,0.6249759042619238
1243,0.6249712975782896
1244,0.6249786865371452
